,Year,STABBR,TUITFTE
0,2005,AL,
1,2005,AL,4000.0
2,2005,AL,4198.0
3,2005,AL,7702.0
4,2005,AL,4389.0
5,2005,AL,3860.0
6,2005,AL,4660.0
7,2005,AL,1101.0
8,2005,AL,1849.0
9,2005,AL,3510.0
10,2005,AL,6728.0
11,2005,AL,1222.0
12,2005,AL,16291.0
13,2005,AL,5013.0
14,2005,AL,1344.0
15,2005,AL,1873.0
16,2005,AL,12277.0
17,2005,AL,1604.0
18,2005,AL,2124.0
19,2005,AL,5753.0
20,2005,AL,7345.0
21,2005,AL,1968.0
22,2005,AL,1415.0
23,2005,AL,1542.0
24,2005,AL,1698.0
25,2005,AL,8281.0
26,2005,AL,7136.0
27,2005,AL,7618.0
28,2005,AL,1754.0
29,2005,AL,49.0
30,2005,AL,3479.0
31,2005,AL,768.0
32,2005,AL,1947.0
33,2005,AL,1921.0
34,2005,AL,6451.0
35,2005,AL,936.0
36,2005,AL,4454.0
37,2005,AL,1163.0
38,2005,AL,16385.0
39,2005,AL,5154.0
40,2005,AL,6688.0
41,2005,AL,3872.0
42,2005,AL,1630.0
43,2005,AL,3774.0
44,2005,AL,1223.0
45,2005,AL,8743.0
46,2005,AL,1090.0
47,2005,IL,5386.0
48,2005,AL,1030.0
49,2005,AL,1238.0
50,2005,AL,11078.0
51,2005,AL,1050.0
52,2005,AL,1082.0
53,2005,AL,3300.0
54,2005,AL,3555.0
55,2005,AL,8615.0
56,2005,AL,0.0
57,2005,AL,6835.0
58,2005,AL,4851.0
59,2005,AL,1433.0
60,2005,AL,3962.0
61,2005,AL,4406.0
62,2005,AL,4769.0
63,2005,AL,11205.0
64,2005,AL,10808.0
65,2005,AL,1232.0
66,2005,AK,3255.0
67,2005,AK,3496.0
68,2005,AK,3339.0
69,2005,AK,10285.0
70,2005,AK,2571.0
71,2005,WA,11438.0
72,2005,AK,1104.0
73,2005,AK,7918.0
74,2005,AK,10857.0
75,2005,AZ,10586.0
76,2005,AZ,4503.0
77,2005,AZ,4418.0
78,2005,AZ,3802.0
79,2005,AZ,23229.0
80,2005,AZ,4591.0
81,2005,AZ,9550.0
82,2005,AZ,5914.0
83,2005,AZ,5924.0
84,2005,AZ,5929.0
85,2005,AZ,6951.0
86,2005,AZ,3077.0
87,2005,AZ,13225.0
88,2005,AZ,8017.0
89,2005,AZ,5449.0
90,2005,AZ,608.0
91,2005,AZ,6463.0
92,2005,AZ,6180.0
93,2005,AZ,3491.0
94,2005,AZ,868.0
95,2005,AZ,4977.0
96,2005,AZ,16287.0
97,2005,AZ,838.0
98,2005,AZ,4920.0
99,2005,AZ,4824.0
100,2005,AZ,9116.0
101,2005,AZ,2135.0
102,2005,AZ,9569.0
103,2005,AZ,2677.0
104,2005,AZ,846.0
105,2005,AZ,13656.0
106,2005,AZ,1155.0
107,2005,AZ,6148.0
108,2005,AZ,49918.0
109,2005,AZ,1226.0
110,2005,AZ,14534.0
111,2005,AZ,99.0
112,2005,AZ,3549.0
113,2005,AZ,858.0
114,2005,AZ,1385.0
115,2005,AZ,17933.0
116,2005,AZ,15793.0
117,2005,AZ,1198.0
118,2005,AZ,9584.0
119,2005,AZ,7517.0
120,2005,AZ,1179.0
121,2005,AZ,4429.0
122,2005,AZ,872.0
123,2005,AZ,6265.0
124,2005,AZ,4424.0
125,2005,AZ,1170.0
126,2005,AZ,5039.0
127,2005,AZ,7842.0
128,2005,AZ,1236.0
129,2005,AZ,3868.0
130,2005,NM,3414.0
131,2005,AZ,6986.0
132,2005,AZ,6549.0
133,2005,AZ,1800.0
134,2005,AZ,8220.0
135,2005,AZ,7763.0
136,2005,AZ,1666.0
137,2005,AZ,682.0
138,2005,AZ,3350.0
139,2005,AZ,8019.0
140,2005,AZ,62.0
141,2005,AZ,5537.0
142,2005,AZ,7331.0
143,2005,AZ,3652.0
144,2005,AZ,4589.0
145,2005,AZ,1772.0
146,2005,AR,4058.0
147,2005,AR,6281.0
148,2005,AR,3868.0
149,2005,AR,4153.0
150,2005,AR,263.0
151,2005,AR,4216.0
152,2005,AR,2030.0
153,2005,AR,2182.0
154,2005,AR,4388.0
155,2005,AR,1004.0
156,2005,AR,1396.0
157,2005,AR,2332.0
158,2005,AR,2205.0
159,2005,AR,1255.0
160,2005,AR,321.0
161,2005,AR,3511.0
162,2005,AR,2455.0
163,2005,AR,1002.0
164,2005,AR,2796.0
165,2005,AR,6930.0
166,2005,AR,1471.0
167,2005,AR,1007.0
168,2005,AR,4594.0
169,2005,AR,562.0
170,2005,AR,0.0
171,2005,AR,695.0
172,2005,AR,5741.0
173,2005,AR,4446.0
174,2005,AR,1024.0
175,2005,AR,800.0
176,2005,TN,6397.0
177,2005,AR,6826.0
178,2005,AR,1989.0
179,2005,AR,7056.0
180,2005,AR,1838.0
181,2005,AR,299.0
182,2005,AR,7662.0
183,2005,AR,3435.0
184,2005,AR,3471.0
185,2005,AR,422.0
186,2005,AR,2897.0
187,2005,AR,899.0
188,2005,AR,783.0
189,2005,AR,106.0
190,2005,AR,1691.0
191,2005,AR,602.0
192,2005,AR,1244.0
193,2005,AR,4142.0
194,2005,AR,1050.0
195,2005,AR,955.0
196,2005,AR,6961.0
197,2005,AR,1135.0
198,2005,AR,6332.0
199,2005,AR,504.0
200,2005,AR,1046.0
201,2005,AR,3154.0
202,2005,AR,1186.0
203,2005,AR,1251.0
204,2005,AR,689.0
205,2005,AR,3649.0
206,2005,AR,1750.0
207,2005,AR,5316.0
208,2005,AR,1326.0
209,2005,AR,2059.0
210,2005,AR,1523.0
211,2005,AR,1052.0
212,2005,AR,1525.0
213,2005,CA,15880.0
214,2005,CA,16643.0
215,2005,CA,9288.0
216,2005,CA,6802.0
217,2005,CA,2309.0
218,2005,CA,5144.0
219,2005,CA,5230.0
220,2005,CA,516.0
221,2005,CA,561.0
222,2005,CA,12529.0
223,2005,CA,6011.0
224,2005,CA,20504.0
225,2005,CA,320.0
226,2005,CA,11101.0
227,2005,CA,8114.0
228,2005,CA,2456.0
229,2005,CA,461.0
230,2005,CA,35737.0
231,2005,CA,344.0
232,2005,CA,22767.0
233,2005,CA,3559.0
234,2005,CA,16522.0
235,2005,CA,6774.0
236,2005,CA,12661.0
237,2005,CA,400.0
238,2005,CA,315.0
239,2005,CA,3621.0
240,2005,CA,8701.0
241,2005,CA,2722.0
242,2005,CA,12697.0
243,2005,CA,11593.0
244,2005,CA,10926.0
245,2005,CA,5898.0
246,2005,AZ,2698.0
247,2005,CA,637.0
248,2005,CA,16750.0
249,2005,CA,16618.0
250,2005,CA,646.0
251,2005,CA,10871.0
252,2005,CA,18661.0
253,2005,CA,10930.0
254,2005,CA,8278.0
255,2005,CA,12031.0
256,2005,CA,3503.0
257,2005,CA,12651.0
258,2005,CA,10785.0
259,2005,CA,14474.0
260,2005,CA,9426.0
261,2005,CA,2345.0
262,2005,CA,1750.0
263,2005,CA,1878.0
264,2005,CA,2495.0
265,2005,CA,2654.0
266,2005,CA,2731.0
267,2005,CA,2815.0
268,2005,CA,3362.0
269,2005,CA,3636.0
270,2005,CA,2731.0
271,2005,CA,2778.0
272,2005,CA,1342.0
273,2005,CA,2800.0
274,2005,CA,7262.0
275,2005,CA,6223.0
276,2005,CA,5793.0
277,2005,CA,6959.0
278,2005,CA,5576.0
279,2005,CA,5729.0
280,2005,CA,9410.0
281,2005,CA,5853.0
282,2005,CA,5866.0
283,2005,CA,17401.0
284,2005,CA,1634.0
285,2005,CA,6241.0
286,2005,CA,2377.0
287,2005,CA,21466.0
288,2005,CA,2606.0
289,2005,CA,16024.0
290,2005,CA,3948.0
291,2005,CA,24573.0
292,2005,CA,755.0
293,2005,CA,863.0
294,2005,CA,2579.0
295,2005,CA,5584.0
296,2005,CA,1891.0
297,2005,CA,11625.0
298,2005,CA,264.0
299,2005,CA,3757.0
300,2005,CA,588.0
301,2005,CA,1709.0
302,2005,CA,460.0
303,2005,CA,475.0
304,2005,CA,441.0
305,2005,CA,708.0
306,2005,CA,545.0
307,2005,CA,14394.0
308,2005,CA,3623.0
309,2005,CA,9548.0
310,2005,CA,10838.0
311,2005,CA,5360.0
312,2005,CA,912.0
313,2005,CA,774.0
314,2005,CA,22937.0
315,2005,CA,17275.0
316,2005,CA,5354.0
317,2005,CA,12946.0
318,2005,CA,13027.0
319,2005,CA,1073.0
320,2005,CA,12201.0
321,2005,CA,7498.0
322,2005,CA,2575.0
323,2005,CA,6278.0
324,2005,CA,20429.0
325,2005,CA,717.0
326,2005,CA,9043.0
327,2005,CA,143.0
328,2005,CA,3318.0
329,2005,CA,621.0
330,2005,CA,354.0
331,2005,CA,444.0
332,2005,CA,664.0
333,2005,CA,1035.0
334,2005,CA,1651.0
335,2005,CA,683.0
336,2005,CA,1434.0
337,2005,CA,191.0
338,2005,CA,7528.0
339,2005,CA,869.0
340,2005,CA,10933.0
341,2005,CA,10238.0
342,2005,CA,995.0
343,2005,CA,11504.0
344,2005,CA,7524.0
345,2005,CA,26339.0
346,2005,CA,431.0
347,2005,CA,127.0
348,2005,CA,747.0
349,2005,CA,11232.0
350,2005,CA,2278.0
351,2005,CA,2879.0
352,2005,CA,2624.0
353,2005,CA,104586.0
354,2005,CA,5604.0
355,2005,CA,481.0
356,2005,CA,17496.0
357,2005,CA,60353.0
358,2005,CA,17290.0
359,2005,CA,23874.0
360,2005,CA,536.0
361,2005,CA,4871.0
362,2005,CA,17651.0
363,2005,CA,355.0
364,2005,CA,1230.0
365,2005,CA,7160.0
366,2005,CA,3913.0
367,2005,CA,357.0
368,2005,CA,8791.0
369,2005,CA,7211.0
370,2005,CA,602.0
371,2005,CA,11692.0
372,2005,CA,10991.0
373,2005,CA,14759.0
374,2005,CA,418.0
375,2005,CA,39240.0
376,2005,CA,738.0
377,2005,CA,13084.0
378,2005,CA,
379,2005,CA,15567.0
380,2005,CA,660.0
381,2005,CA,5454.0
382,2005,CA,679.0
383,2005,CA,1068.0
384,2005,CA,539.0
385,2005,CA,20877.0
386,2005,CA,5116.0
387,2005,CA,5610.0
388,2005,CA,5965.0
389,2005,CA,4873.0
390,2005,CA,5225.0
391,2005,CA,0.0
392,2005,CA,12648.0
393,2005,CA,25954.0
394,2005,CA,2739.0
395,2005,CA,3648.0
396,2005,CA,230.0
397,2005,CA,6801.0
398,2005,CA,2318.0
399,2005,CA,7222.0
400,2005,CA,3667.0
401,2005,CA,968.0
402,2005,CA,16781.0
403,2005,CA,16889.0
404,2005,CA,14918.0
405,2005,CA,5238.0
406,2005,CA,9491.0
407,2005,CA,13468.0
408,2005,CA,10365.0
409,2005,CA,411.0
410,2005,CA,7074.0
411,2005,CA,13130.0
412,2005,CA,10692.0
413,2005,CA,13401.0
414,2005,CA,6224.0
415,2005,CA,799.0
416,2005,CA,3484.0
417,2005,CA,440.0
418,2005,CA,647.0
419,2005,CA,14048.0
420,2005,CA,24882.0
421,2005,CA,4674.0
422,2005,CA,15930.0
423,2005,CA,20184.0
424,2005,CA,515.0
425,2005,CA,13861.0
426,2005,CA,649.0
427,2005,CA,733.0
428,2005,CA,255.0
429,2005,CA,276.0
430,2005,CA,529.0
431,2005,CA,8943.0
432,2005,CA,632.0
433,2005,CA,
434,2005,CA,3189.0
435,2005,CA,429.0
436,2005,CA,617.0
437,2005,CA,34370.0
438,2005,CA,20401.0
439,2005,CA,5006.0
440,2005,CA,3175.0
441,2005,CA,1118.0
442,2005,CA,1002.0
443,2005,CA,3671.0
444,2005,CA,1159.0
445,2005,CA,10760.0
446,2005,CA,1207.0
447,2005,CA,3.0
448,2005,CA,691.0
449,2005,CA,1179.0
450,2005,CA,853.0
451,2005,CA,610.0
452,2005,CA,1403.0
453,2005,CA,800.0
454,2005,CA,828.0
455,2005,CA,1062.0
456,2005,CA,1035.0
457,2005,CA,1623.0
458,2005,CA,564.0
459,2005,CA,1069.0
460,2005,CA,17469.0
461,2005,CA,307.0
462,2005,CA,11383.0
463,2005,CA,13607.0
464,2005,CA,341.0
465,2005,CA,523.0
466,2005,CA,48959.0
467,2005,CA,957.0
468,2005,CA,0.0
469,2005,CA,615.0
470,2005,CA,4298.0
471,2005,CA,6652.0
472,2005,CA,436.0
473,2005,CA,2500.0
474,2005,CA,11326.0
475,2005,CA,512.0
476,2005,CA,541.0
477,2005,CA,834.0
478,2005,CA,15592.0
479,2005,CA,488.0
480,2005,CA,14082.0
481,2005,CA,586.0
482,2005,CA,7958.0
483,2005,CA,6055.0
484,2005,CA,5838.0
485,2005,CA,13288.0
486,2005,CA,6005.0
487,2005,CA,6289.0
488,2005,CA,6537.0
489,2005,CA,5395.0
490,2005,CA,7014.0
491,2005,CA,5584.0
492,2005,CA,20910.0
493,2005,CA,18391.0
494,2005,CA,2799.0
495,2005,CA,2024.0
496,2005,CA,1541.0
497,2005,CA,2925.0
498,2005,CA,2487.0
499,2005,CA,2616.0
500,2005,CA,13028.0
501,2005,CA,16605.0
502,2005,CA,2407.0
503,2005,CA,706.0
504,2005,CA,
505,2005,CA,575.0
506,2005,CA,17307.0
507,2005,CA,817.0
508,2005,CA,5970.0
509,2005,CA,5192.0
510,2005,CA,24236.0
511,2005,CA,3574.0
512,2005,CA,14837.0
513,2005,CA,5780.0
514,2005,CA,82498.0
515,2005,CA,12124.0
516,2005,CA,20387.0
517,2005,CA,20429.0
518,2005,CA,178.0
519,2005,CA,724.0
520,2005,CA,101.0
521,2005,CA,3052.0
522,2005,CA,848.0
523,2005,CA,4282.0
524,2005,CA,19105.0
525,2005,CA,29505.0
526,2005,CA,11399.0
527,2005,CA,12123.0
528,2005,CA,16850.0
529,2005,CA,448.0
530,2005,CA,68093.0
531,2005,CA,2700.0
532,2005,CA,
533,2005,CA,534.0
534,2005,CA,22830.0
535,2005,CA,11737.0
536,2005,CA,818.0
537,2005,CA,3119.0
538,2005,CA,2505.0
539,2005,CA,506.0
540,2005,CA,385.0
541,2005,CA,6994.0
542,2005,CA,3580.0
543,2005,CA,771.0
544,2005,CA,475.0
545,2005,CA,924.0
546,2005,CA,10875.0
547,2005,CA,8505.0
548,2005,CA,16939.0
549,2005,CA,541.0
550,2005,CA,7178.0
551,2005,CA,431.0
552,2005,CA,471.0
553,2005,CA,3167.0
554,2005,CA,19478.0
555,2005,CA,24876.0
556,2005,CA,18861.0
557,2005,CA,3360.0
558,2005,CA,5698.0
559,2005,CA,15181.0
560,2005,CA,17444.0
561,2005,CA,414.0
562,2005,CA,414.0
563,2005,CA,12927.0
564,2005,CA,12927.0
565,2005,CA,6373.0
566,2005,CA,543.0
567,2005,CA,3293.0
568,2005,CA,570.0
569,2005,CA,10536.0
570,2005,CA,11909.0
571,2005,CA,8916.0
572,2005,CA,846.0
573,2005,CA,17479.0
574,2005,CA,663.0
575,2005,CA,829.0
576,2005,CA,35215.0
577,2005,CA,19646.0
578,2005,CA,23293.0
579,2005,CA,422.0
580,2005,CA,2598.0
581,2005,CA,660.0
582,2005,CA,765.0
583,2005,CA,664.0
584,2005,CA,6234.0
585,2005,CA,13903.0
586,2005,CA,321.0
587,2005,CA,320.0
588,2005,CA,545.0
589,2005,CA,336.0
590,2005,CA,22342.0
591,2005,CA,703.0
592,2005,CA,3395.0
593,2005,CA,53651.0
594,2005,CA,305.0
595,2005,CA,3253.0
596,2005,CA,9273.0
597,2005,CA,7888.0
598,2005,CA,572.0
599,2005,CA,15949.0
600,2005,CA,6383.0
601,2005,CA,23182.0
602,2005,CA,21169.0
603,2005,CA,16392.0
604,2005,CA,25472.0
605,2005,CA,71.0
606,2005,CA,9046.0
607,2005,CA,12016.0
608,2005,CA,1160.0
609,2005,CA,2319.0
610,2005,CA,5200.0
611,2005,CA,13910.0
612,2005,CA,6170.0
613,2005,CA,1929.0
614,2005,CA,9191.0
615,2005,CA,7097.0
616,2005,CA,676.0
617,2005,CA,1888.0
618,2005,CA,394.0
619,2005,CA,535.0
620,2005,MN,4768.0
621,2005,CA,478.0
622,2005,CA,579.0
623,2005,CA,18010.0
624,2005,CA,422.0
625,2005,CA,7347.0
626,2005,CA,3874.0
627,2005,CA,18522.0
628,2005,CA,16487.0
629,2005,CA,11731.0
630,2005,CA,6613.0
631,2005,CA,3952.0
632,2005,CA,20475.0
633,2005,CA,19055.0
634,2005,CA,278.0
635,2005,CO,3564.0
636,2005,CO,1608.0
637,2005,CO,2605.0
638,2005,CO,2193.0
639,2005,CO,2618.0
640,2005,CO,7260.0
641,2005,CO,11036.0
642,2005,CO,12995.0
643,2005,CO,5018.0
644,2005,CO,10648.0
645,2005,CO,6111.0
646,2005,CO,8755.0
647,2005,CO,9272.0
648,2005,CO,9405.0
649,2005,CO,19236.0
650,2005,CO,7419.0
651,2005,CO,13006.0
652,2005,CO,1943.0
653,2005,CO,2037.0
654,2005,CO,7450.0
655,2005,CO,8294.0
656,2005,CO,5281.0
657,2005,CO,7780.0
658,2005,CO,6416.0
659,2005,CO,1904.0
660,2005,CO,9035.0
661,2005,CO,2459.0
662,2005,CO,6152.0
663,2005,CO,1606.0
664,2005,CO,9504.0
665,2005,CO,5204.0
666,2005,CO,17011.0
667,2005,CO,16455.0
668,2005,CO,1509.0
669,2005,CO,3301.0
670,2005,CO,2382.0
671,2005,CO,3692.0
672,2005,CO,4203.0
673,2005,CO,11016.0
674,2005,CO,7792.0
675,2005,CO,1218.0
676,2005,CO,1621.0
677,2005,CO,2484.0
678,2005,CO,1308.0
679,2005,CO,14848.0
680,2005,CO,6840.0
681,2005,CO,8814.0
682,2005,CO,6453.0
683,2005,CO,2288.0
684,2005,CO,2955.0
685,2005,CO,897.0
686,2005,CO,5585.0
687,2005,CO,1979.0
688,2005,CO,779.0
689,2005,CO,1239.0
690,2005,CO,2594.0
691,2005,CO,8673.0
692,2005,CO,13960.0
693,2005,CO,4567.0
694,2005,CO,1435.0
695,2005,CO,2040.0
696,2005,CO,47918.0
697,2005,CO,1654.0
698,2005,CO,2383.0
699,2005,CO,3918.0
700,2005,CO,990.0
701,2005,CO,0.0
702,2005,CO,5695.0
703,2005,CO,3680.0
704,2005,CO,32855.0
705,2005,CT,8080.0
706,2005,CT,2213.0
707,2005,CT,2706.0
708,2005,NY,4585.0
709,2005,CT,
710,2005,CT,27136.0
711,2005,CT,
712,2005,CT,10139.0
713,2005,CT,6390.0
714,2005,CT,5160.0
715,2005,CT,12525.0
716,2005,CT,11386.0
717,2005,CT,22157.0
718,2005,CT,808.0
719,2005,CT,94232.0
720,2005,CT,6238.0
721,2005,CT,1639.0
722,2005,CT,9220.0
723,2005,CT,4178.0
724,2005,CT,17117.0
725,2005,CT,6904.0
726,2005,CT,2334.0
727,2005,CT,24721.0
728,2005,CT,19921.0
729,2005,CT,8141.0
730,2005,CT,
731,2005,CT,12063.0
732,2005,CT,8187.0
733,2005,CT,2089.0
734,2005,CT,16956.0
735,2005,CT,2464.0
736,2005,CT,26804.0
737,2005,CT,2444.0
738,2005,CT,2751.0
739,2005,CT,2656.0
740,2005,CT,11847.0
741,2005,CT,2240.0
742,2005,CT,1850.0
743,2005,CT,4380.0
744,2005,CT,13950.0
745,2005,CT,13204.0
746,2005,CT,4895.0
747,2005,CT,5086.0
748,2005,CT,2878.0
749,2005,CT,9328.0
750,2005,CT,3002.0
751,2005,CT,14029.0
752,2005,CT,11116.0
753,2005,CT,2147.0
754,2005,CT,17902.0
755,2005,CT,12031.0
756,2005,CT,
757,2005,CT,9857.0
758,2005,CT,2423.0
759,2005,CT,9367.0
760,2005,CT,5197.0
761,2005,CT,1468.0
762,2005,NY,9762.0
763,2005,CT,23611.0
764,2005,CT,2737.0
765,2005,CT,0.0
766,2005,CT,17345.0
767,2005,CT,5040.0
768,2005,CT,842.0
769,2005,CT,16022.0
770,2005,DE,4041.0
771,2005,DE,11722.0
772,2005,DE,2658.0
773,2005,DE,2029.0
774,2005,DE,2174.0
775,2005,DE,4148.0
776,2005,DE,10002.0
777,2005,DE,10006.0
778,2005,DE,947.0
779,2005,DE,11467.0
780,2005,DE,6708.0
781,2005,DC,21581.0
782,2005,DC,14035.0
783,2005,DC,19855.0
784,2005,DC,4007.0
785,2005,DC,4687.0
786,2005,DC,8859.0
787,2005,DC,18429.0
788,2005,DC,24428.0
789,2005,DC,3137.0
790,2005,DC,8691.0
791,2005,DC,4312.0
792,2005,VA,2980.0
793,2005,DC,12178.0
794,2005,DC,11792.0
795,2005,DC,4189.0
796,2005,DC,13497.0
797,2005,DC,7106.0
798,2005,FL,2723.0
799,2005,FL,12405.0
800,2005,FL,1450.0
801,2005,FL,5028.0
802,2005,FL,10925.0
803,2005,FL,15665.0
804,2005,FL,7212.0
805,2005,FL,16897.0
806,2005,FL,2471.0
807,2005,FL,904.0
808,2005,FL,1310.0
809,2005,FL,1539.0
810,2005,FL,3713.0
811,2005,FL,9847.0
812,2005,FL,1641.0
813,2005,FL,9042.0
814,2005,FL,3136.0
815,2005,FL,471.0
816,2005,FL,1222.0
817,2005,FL,9577.0
818,2005,FL,670.0
819,2005,FL,1196.0
820,2005,FL,11766.0
821,2005,FL,18548.0
822,2005,FL,1239.0
823,2005,FL,8783.0
824,2005,FL,12802.0
825,2005,FL,3141.0
826,2005,FL,3623.0
827,2005,FL,1259.0
828,2005,FL,6827.0
829,2005,FL,12766.0
830,2005,FL,6571.0
831,2005,FL,7084.0
832,2005,FL,6840.0
833,2005,FL,6011.0
834,2005,FL,4628.0
835,2005,FL,18707.0
836,2005,FL,3763.0
837,2005,FL,3002.0
838,2005,FL,2004.0
839,2005,FL,11641.0
840,2005,FL,5595.0
841,2005,FL,11318.0
842,2005,FL,3383.0
843,2005,FL,6107.0
844,2005,FL,6001.0
845,2005,FL,3203.0
846,2005,FL,18925.0
847,2005,FL,1786.0
848,2005,FL,9992.0
849,2005,FL,707.0
850,2005,FL,806.0
851,2005,FL,1176.0
852,2005,FL,10435.0
853,2005,FL,1420.0
854,2005,FL,3667.0
855,2005,FL,9057.0
856,2005,FL,973.0
857,2005,FL,11352.0
858,2005,FL,6889.0
859,2005,FL,12493.0
860,2005,FL,70295.0
861,2005,FL,15676.0
862,2005,FL,9911.0
863,2005,FL,4210.0
864,2005,FL,7509.0
865,2005,FL,6735.0
866,2005,FL,3494.0
867,2005,FL,1487.0
868,2005,FL,1638.0
869,2005,FL,1513.0
870,2005,FL,928.0
871,2005,FL,728.0
872,2005,FL,1072454.0
873,2005,FL,87763.0
874,2005,GA,4497.0
875,2005,FL,1304.0
876,2005,FL,1205.0
877,2005,FL,6019.0
878,2005,FL,5641.0
879,2005,FL,402.0
880,2005,FL,8214.0
881,2005,FL,670.0
882,2005,FL,1208.0
883,2005,FL,19764.0
884,2005,FL,1864.0
885,2005,FL,4228.0
886,2005,FL,12597.0
887,2005,FL,3724.0
888,2005,FL,3670.0
889,2005,FL,3281.0
890,2005,FL,5654.0
891,2005,FL,11721.0
892,2005,FL,96.0
893,2005,FL,805.0
894,2005,FL,2910.0
895,2005,FL,9560.0
896,2005,FL,10803.0
897,2005,FL,1138.0
898,2005,FL,4615.0
899,2005,FL,1168.0
900,2005,FL,7498.0
901,2005,FL,1562.0
902,2005,FL,1110.0
903,2005,FL,1128.0
904,2005,FL,703.0
905,2005,FL,1496.0
906,2005,FL,499.0
907,2005,FL,7971.0
908,2005,FL,6505.0
909,2005,FL,15601.0
910,2005,FL,500.0
911,2005,FL,44674.0
912,2005,FL,1145.0
913,2005,FL,266.0
914,2005,FL,11974.0
915,2005,MI,7127.0
916,2005,FL,3656.0
917,2005,FL,6150.0
918,2005,FL,1604.0
919,2005,FL,410.0
920,2005,FL,1572.0
921,2005,FL,1356.0
922,2005,FL,12365.0
923,2005,FL,1479.0
924,2005,FL,2430.0
925,2005,FL,9360.0
926,2005,FL,1110.0
927,2005,FL,1039.0
928,2005,FL,3267.0
929,2005,FL,11923.0
930,2005,FL,3714.0
931,2005,FL,15326.0
932,2005,FL,9040.0
933,2005,FL,1355.0
934,2005,FL,13252.0
935,2005,FL,3098.0
936,2005,FL,1074.0
937,2005,FL,39286.0
938,2005,FL,3238.0
939,2005,FL,15535.0
940,2005,FL,10923.0
941,2005,FL,430.0
942,2005,FL,1090.0
943,2005,FL,5448.0
944,2005,FL,2622.0
945,2005,FL,6830.0
946,2005,FL,1685.0
947,2005,FL,1443.0
948,2005,FL,3896.0
949,2005,FL,1110.0
950,2005,FL,11691.0
951,2005,FL,34271.0
952,2005,FL,11355.0
953,2005,FL,2973.0
954,2005,FL,540.0
955,2005,FL,3286.0
956,2005,FL,1879.0
957,2005,FL,1668.0
958,2005,GA,956.0
959,2005,FL,14113.0
960,2005,GA,8146.0
961,2005,GA,33591.0
962,2005,GA,20168.0
963,2005,GA,1147.0
964,2005,GA,1236.0
965,2005,GA,1712.0
966,2005,GA,6079.0
967,2005,GA,4584.0
968,2005,GA,2435.0
969,2005,GA,12621.0
970,2005,GA,3302.0
971,2005,GA,1124.0
972,2005,GA,10604.0
973,2005,GA,19256.0
974,2005,GA,1664.0
975,2005,GA,6609.0
976,2005,GA,10342.0
977,2005,GA,1049.0
978,2005,GA,2140.0
979,2005,GA,909.0
980,2005,GA,2754.0
981,2005,GA,903.0
982,2005,GA,1119.0
983,2005,GA,14730.0
984,2005,GA,8267.0
985,2005,GA,7887.0
986,2005,GA,6725.0
987,2005,GA,6983.0
988,2005,GA,1233.0
989,2005,GA,1424.0
990,2005,GA,2230.0
991,2005,GA,6940.0
992,2005,GA,1105.0
993,2005,GA,2186.0
994,2005,GA,1352.0
995,2005,GA,11533.0
996,2005,GA,1341.0
997,2005,GA,488.0
998,2005,GA,10300.0
999,2005,GA,15201.0
1000,2005,GA,1046.0
1001,2005,GA,7656.0
1002,2005,GA,15640.0
1003,2005,GA,1721.0
1004,2005,GA,1692.0
1005,2005,GA,1450.0
1006,2005,GA,5013.0
1007,2005,GA,2062.0
1008,2005,GA,1710.0
1009,2005,GA,3006.0
1010,2005,GA,6081.0
1011,2005,GA,2073.0
1012,2005,GA,2287.0
1013,2005,GA,4277.0
1014,2005,GA,4805.0
1015,2005,GA,1128.0
1016,2005,GA,1421.0
1017,2005,GA,5202.0
1018,2005,GA,6116.0
1019,2005,GA,1844.0
1020,2005,GA,1389.0
1021,2005,GA,1180.0
1022,2005,GA,2776.0
1023,2005,GA,2926.0
1024,2005,GA,4555.0
1025,2005,GA,9062.0
1026,2005,GA,1321.0
1027,2005,GA,9984.0
1028,2005,GA,1097.0
1029,2005,GA,1675.0
1030,2005,GA,1234.0
1031,2005,GA,8994.0
1032,2005,GA,3204.0
1033,2005,GA,11353.0
1034,2005,GA,965.0
1035,2005,GA,8772.0
1036,2005,GA,20661.0
1037,2005,GA,1259.0
1038,2005,GA,2350.0
1039,2005,GA,1381.0
1040,2005,GA,9054.0
1041,2005,GA,6665.0
1042,2005,GA,7579.0
1043,2005,GA,1378.0
1044,2005,GA,8493.0
1045,2005,GA,10997.0
1046,2005,GA,7183.0
1047,2005,GA,1081.0
1048,2005,GA,15835.0
1049,2005,GA,1266.0
1050,2005,GA,5711.0
1051,2005,GA,774.0
1052,2005,GA,1147.0
1053,2005,GA,13066.0
1054,2005,GA,9369.0
1055,2005,GA,2887.0
1056,2005,GA,1228.0
1057,2005,GA,1194.0
1058,2005,GA,7174.0
1059,2005,GA,10673.0
1060,2005,GA,1366.0
1061,2005,GA,6297.0
1062,2005,GA,1519.0
1063,2005,GA,2402.0
1064,2005,GA,1271.0
1065,2005,GA,1069.0
1066,2005,GA,5188.0
1067,2005,GA,2168.0
1068,2005,GA,7151.0
1069,2005,HI,5376.0
1070,2005,HI,6941.0
1071,2005,HI,2734.0
1072,2005,HI,4149.0
1073,2005,HI,11145.0
1074,2005,HI,3689.0
1075,2005,HI,9125.0
1076,2005,HI,7872.0
1077,2005,HI,1893.0
1078,2005,HI,2429.0
1079,2005,HI,1570.0
