,NOTFIRSTGEN_DEBT_MDN,FIRSTGEN_DEBT_MDN
4091,2625.0,2625.0
4092,6125.0,6229.5
4093,,
4094,,
4095,6198.5,5500.0
4096,5521.0,4475.0
4097,8834.0,8834.0
4098,9000.0,8000.0
4099,6625.0,5385.0
4100,6625.0,6625.0
4101,,
4102,10095.0,11625.0
4103,1836.0,1968.0
4104,6625.0,6625.0
4105,4876.0,4876.0
4106,6625.0,6355.0
4107,,
4108,4337.0,3300.0
4109,5500.0,5582.0
4110,2625.0,2625.0
4111,3240.5,3450.0
4112,1975.0,2578.0
4113,6625.0,6625.0
4114,6625.0,6625.0
4115,,
4116,2625.0,2625.0
4117,7396.0,7341.0
4118,,
4119,3469.5,5030.0
4120,,
4121,2625.0,2625.0
4122,2625.0,3000.0
4123,10595.0,10125.0
4124,8923.0,7500.0
4125,3197.0,3313.0
4126,,
4127,9708.0,10500.0
4128,7001.0,8250.0
4129,2625.0,2625.0
4130,5500.0,5500.0
4131,6379.0,7667.0
4132,5792.5,5500.0
4133,2625.0,2625.0
4134,8250.0,6625.0
4135,5362.5,5759.0
4136,6625.0,7000.0
4137,5310.0,5425.0
4138,2625.0,2521.0
4139,2625.0,2521.0
4140,7500.0,8213.5
4141,6625.0,6625.0
4142,4417.0,5413.5
4143,,
4144,3784.0,3313.0
4145,10326.0,6725.0
4146,,
4147,4000.0,4208.5
4148,,
4149,,
4150,,
4151,1750.0,1750.0
4152,3516.0,3500.0
4153,2625.0,2625.0
4154,10500.0,10500.0
4155,6625.0,6625.0
4156,5236.0,5362.5
4157,,
4158,10500.0,10044.5
4159,,
4160,9375.0,9327.0
4161,2625.0,2625.0
4162,10375.0,13250.0
4163,7500.0,7500.0
4164,,
4165,6472.5,6625.0
4166,1956.5,2512.5
4167,5938.0,5500.0
4168,,
4169,6125.0,6125.0
4170,2862.0,2625.0
4171,2134.5,2500.0
4172,5153.0,5192.0
4173,,
4174,2625.0,2625.0
4175,,
4176,3000.0,3312.0
4177,3312.5,3313.0
4178,7700.0,7745.0
4179,,
4180,8677.0,9125.5
4181,,
4182,6625.0,6625.0
4183,2625.0,2625.0
4184,3313.0,3764.0
4185,4173.0,4173.0
4186,7344.0,7500.0
4187,4792.5,4250.0
4188,2787.5,2625.0
4189,,
4190,,
4191,6625.0,6625.0
4192,5500.0,5250.0
4193,,
4194,5541.0,6609.0
4195,6156.5,7378.5
4196,2625.0,2625.0
4197,4389.0,4107.0
4198,11000.0,11625.0
4199,2625.0,3000.0
4200,8250.0,9802.5
4201,,
4202,6860.0,6625.0
4203,3297.0,3312.0
4204,3032.0,3313.0
4205,6625.0,6625.0
4206,2625.0,2625.0
4207,12275.0,10131.5
4208,2625.0,2625.0
4209,,
4210,2625.0,2625.0
4211,2212.5,2458.0
4212,11000.0,12500.0
4213,,
4214,8015.0,6125.0
4215,2625.0,2625.0
4216,6625.0,6437.5
4217,11199.5,14500.0
4218,6625.0,6720.0
4219,7744.0,7750.0
4220,7000.0,7500.0
4221,,
4222,,
4223,3557.0,3566.0
4224,7575.5,6821.0
4225,1750.0,1750.0
4226,2625.0,2625.0
4227,11000.0,12370.5
4228,9875.0,10058.5
4229,11000.0,11000.0
4230,4375.0,4416.0
4231,,
4232,5500.0,5500.0
4233,11000.0,11625.0
4234,11000.0,11625.0
4235,5500.0,5500.0
4236,11000.0,11753.0
4237,8270.5,9000.0
4238,4334.0,4797.0
4239,5500.0,5500.0
4240,4000.0,3279.0
4241,4000.0,3279.0
4242,,
4243,10428.0,10500.0
4244,3500.0,3313.5
4245,,
4246,6625.0,6875.0
4247,5313.0,5250.0
4248,5500.0,5500.0
4249,4327.0,4327.0
4250,5938.0,5250.0
4251,,
4252,8750.0,9938.0
4253,2665.0,2665.0
4254,11000.0,10563.0
4255,7275.0,7500.0
4256,11750.0,14501.0
4257,14011.0,13750.0
4258,1750.0,1750.0
4259,4416.0,4417.0
4260,10500.0,10500.0
4261,2625.0,2625.0
4262,6125.0,6125.0
4263,1850.0,1850.0
4264,1821.0,2305.0
4265,2625.0,2625.0
4266,3307.5,3249.5
4267,,
4268,6037.0,6605.0
4269,,
4270,5500.0,5488.0
4271,,
4272,2625.0,2625.0
4273,6250.0,5951.5
4274,4089.0,3260.0
4275,,
4276,5500.0,5500.0
4277,4288.5,5125.0
4278,5125.0,5291.0
4279,6168.5,5432.5
4280,2625.0,2625.0
4281,,
4282,,
4283,,
4284,2625.0,2625.0
4285,,
4286,,
4287,,
4288,7292.0,6903.0
4289,6625.0,6625.0
4290,2625.0,3500.0
4291,5153.0,5153.0
4292,,
4293,2625.0,2625.0
4294,2625.0,2625.0
4295,3938.0,3625.0
4296,12125.0,10375.0
4297,12125.0,10375.0
4298,,
4299,5500.0,5500.0
4300,3480.5,3074.0
4301,2625.0,2625.0
4302,5500.0,5500.0
4303,2750.0,2750.0
4304,10375.0,11000.0
4305,13821.0,11375.0
4306,6079.0,10875.0
4307,6625.0,8094.0
4308,8110.0,10500.0
4309,2625.0,2625.0
4310,8408.5,15750.0
4311,9000.0,8469.0
4312,6226.0,7687.5
4313,5059.5,5250.0
4314,8812.0,11625.0
4315,11000.0,6735.0
4316,6125.0,6125.0
4317,6125.0,6625.0
4318,2625.0,2625.0
4319,16004.0,16192.0
4320,,
4321,7060.0,7060.0
4322,9000.0,10125.0
4323,,
4324,,
4325,6100.0,6125.0
4326,10485.0,10875.0
4327,13250.0,10500.0
4328,2665.0,3313.0
4329,5468.0,5441.0
4330,7523.0,9250.0
4331,2625.0,2625.0
4332,10500.0,10500.0
4333,3576.5,4225.0
4334,8250.0,12811.0
4335,13014.0,13644.0
4336,6125.0,6072.0
4337,9000.0,5500.0
4338,,
4339,11000.0,12500.0
4340,,
4341,3313.0,3313.0
4342,3313.0,3313.0
4343,9328.0,7525.0
4344,2624.0,2625.0
4345,2625.0,2625.0
4346,,
4347,5312.0,5125.0
4348,10125.0,13937.5
4349,10500.0,10500.0
4350,,
4351,6625.0,6625.0
4352,6600.0,7477.5
4353,,
4354,11000.0,14375.0
4355,8250.0,8187.5
4356,2625.0,2625.0
4357,11625.0,14075.0
4358,2625.0,2625.0
4359,10840.0,11625.0
4360,2625.0,2625.0
4361,7167.0,6800.0
4362,5915.5,6179.0
4363,4375.0,4672.5
4364,9201.0,11000.0
4365,,
4366,10514.5,11750.0
4367,8105.0,10388.0
4368,10750.0,12257.5
4369,10937.5,9625.0
4370,10500.0,10937.0
4371,7291.5,7729.0
4372,,
4373,4416.0,4416.0
4374,2625.0,2625.0
4375,6625.0,6625.0
4376,,
4377,5500.0,5339.0
4378,2624.0,2624.0
4379,8250.0,8000.0
4380,,
4381,,
4382,6625.0,6896.0
4383,4417.0,3766.5
4384,,
4385,3828.0,3975.5
4386,9269.5,8784.5
4387,3338.0,6625.0
4388,11000.0,12562.5
4389,14500.0,12227.5
4390,,
4391,4417.0,4529.5
4392,,
4393,10500.0,11500.0
4394,11000.0,10517.5
4395,5762.5,4625.0
4396,5762.5,4625.0
4397,11625.0,13099.5
4398,5400.0,5871.0
4399,11000.0,10500.0
4400,3313.0,3313.0
4401,,
4402,,
4403,2996.0,2996.0
4404,,
4405,11000.0,12273.0
4406,2600.0,2500.0
4407,2625.0,2625.0
4408,,
4409,5500.0,5944.5
4410,,
4411,9625.0,9225.0
4412,11500.0,13254.0
4413,3500.0,3500.0
4414,6625.0,6759.0
4415,10723.0,10211.5
4416,7077.5,8875.0
4417,,
4418,6725.0,6725.0
4419,6625.0,6625.0
4420,9000.0,11625.0
4421,2625.0,2625.0
4422,11945.0,8455.0
4423,6624.5,6125.0
4424,,
4425,,
4426,,
4427,,
4428,6125.0,6625.0
4429,,
4430,3793.5,3998.0
4431,5719.0,6125.0
4432,3834.0,4242.0
4433,3274.5,3500.0
4434,6615.0,6417.0
4435,6345.5,6357.0
4436,10999.0,11249.0
4437,,
4438,5730.0,5500.0
4439,,
4440,3673.0,3661.0
4441,4416.0,4416.0
4442,16187.5,16250.0
4443,2625.0,2836.0
4444,9938.0,14225.0
4445,6625.0,6625.0
4446,7991.5,7800.0
4447,3500.0,3500.0
4448,2625.0,2625.0
4449,4375.0,4078.5
4450,8100.0,9165.5
4451,3343.0,3500.0
4452,2088.0,2088.0
4453,4250.0,4250.0
4454,14223.0,14500.0
4455,3500.0,3000.0
4456,2875.0,3334.0
4457,4417.0,4417.0
4458,5500.0,3500.0
4459,2932.0,3033.5
4460,6625.0,6625.0
4461,2500.0,2500.0
4462,4417.0,4417.0
4463,9126.0,9180.0
4464,11000.0,15500.0
4465,4958.0,4958.0
4466,3491.5,4151.0
4467,4785.0,6009.5
4468,2625.0,2625.0
4469,,
4470,3385.0,5416.0
4471,6375.0,7062.5
4472,,
4473,,
4474,11000.0,13687.5
4475,3459.0,3500.0
4476,7875.0,7728.5
4477,14125.0,12806.0
4478,3761.5,4417.0
4479,,
4480,6625.0,6625.0
4481,13503.0,12625.0
4482,4000.0,3313.0
4483,10500.0,12000.0
4484,,
4485,,
4486,4417.0,4417.0
4487,,
4488,11000.0,11625.0
4489,12833.0,14500.0
4490,3471.0,3500.0
4491,4000.0,4170.0
4492,,
4493,3793.0,4364.5
4494,2665.0,3500.0
4495,6625.0,4812.5
4496,3313.0,3312.0
4497,3500.0,4417.0
4498,8525.5,6625.0
4499,10500.0,10711.0
4500,8250.0,8125.0
4501,4000.0,4417.0
4502,5153.0,5153.0
4503,10841.5,10671.5
4504,2625.0,2625.0
4505,10600.0,10250.0
4506,11007.0,13478.0
4507,3500.0,3864.0
4508,11625.0,10312.5
4509,,
4510,5500.0,6121.0
4511,,
4512,5250.0,5250.0
4513,,
4514,12375.0,14922.0
4515,3750.0,3605.0
4516,,
4517,4625.0,5511.5
4518,9000.0,10500.0
4519,3975.0,3975.0
4520,5250.0,4131.5
4521,13136.0,10813.0
4522,4370.0,4655.5
4523,5500.0,5501.0
4524,,
4525,4417.0,4417.0
4526,,
4527,,
4528,4812.0,3938.0
4529,,
4530,,
4531,,
4532,4216.0,4416.0
4533,5600.0,5131.0
4534,5152.0,5153.0
4535,3001.0,3313.0
4536,10187.5,9701.5
4537,3287.0,3749.0
4538,8250.0,7866.0
4539,,
4540,5437.5,5500.0
4541,5811.5,6257.5
4542,2473.0,2625.0
4543,,
4544,,
4545,4625.0,4947.0
4546,,
4547,6775.5,8813.0
4548,6125.0,6625.0
4549,12435.5,13156.5
4550,2800.0,3648.5
4551,6464.5,6125.0
4552,5292.0,4925.0
4553,2625.0,2665.0
4554,2625.0,2625.0
4555,8250.0,7866.0
4556,10578.0,11000.0
4557,,
4558,2625.0,2625.0
4559,2625.0,2625.0
4560,7000.0,7875.0
4561,3312.0,3313.0
4562,,
4563,11000.0,11000.0
4564,14120.0,15582.0
4565,2625.0,2625.0
4566,5498.0,5498.0
4567,10500.0,12271.5
4568,9790.0,8750.0
4569,11625.0,12539.5
4570,6984.0,6155.0
4571,10500.0,10875.0
4572,2625.0,2625.0
4573,2300.0,2625.0
4574,2625.0,3938.0
4575,4375.0,4375.0
4576,4417.0,4417.0
4577,2325.0,2856.5
4578,,
4579,8603.5,9000.0
4580,2625.0,2625.0
4581,14433.0,14500.0
4582,5593.5,6125.0
4583,8884.0,9938.0
4584,14375.0,13340.0
4585,4196.0,4196.0
4586,,
4587,,
4588,2625.0,2625.0
4589,2625.0,2625.0
4590,13625.0,15281.5
4591,14382.0,11042.0
4592,2625.0,2956.5
4593,10500.0,8562.5
4594,,
4595,2625.0,2625.0
4596,2625.0,2625.0
4597,3500.0,3510.0
4598,11625.0,13401.0
4599,13625.0,14500.0
4600,,
4601,14500.0,14375.0
4602,4167.0,3937.5
4603,11915.5,11000.0
4604,,
4605,3313.0,3937.5
4606,2625.0,2625.0
4607,3313.0,3313.0
4608,2625.0,2625.0
4609,11000.0,11000.0
4610,2625.0,2625.0
4611,2625.0,2625.0
4612,3896.0,4228.0
4613,8792.0,10132.0
4614,2625.0,2625.0
4615,,
4616,3927.0,4541.0
4617,8029.0,8913.0
4618,6125.0,7794.0
4619,10750.0,10750.0
4620,9000.0,6125.0
4621,6625.0,6625.0
4622,5500.0,5500.0
4623,6125.0,5425.0
4624,9935.0,8714.0
4625,5582.0,5495.0
4626,10863.0,10875.0
4627,5500.0,5500.0
4628,7013.0,6688.0
4629,8014.0,6528.0
4630,6924.0,6285.0
4631,3289.0,3312.0
4632,2625.0,2625.0
4633,3313.0,3313.0
4634,2625.0,2625.0
4635,2625.0,3099.5
4636,2625.0,2625.0
4637,2625.0,2625.0
4638,4416.0,3750.0
4639,4725.0,4375.5
4640,5500.0,6000.0
4641,,
4642,,
4643,6125.0,11000.0
4644,,
4645,,
4646,,
4647,3500.0,3000.0
4648,3500.0,3000.0
4649,,
4650,,
4651,6125.0,4437.5
4652,,
4653,3945.0,4000.0
4654,,
4655,5834.0,6625.0
4656,3500.0,3552.0
4657,3500.0,3552.0
4658,3500.0,3317.0
4659,3500.0,3317.0
4660,,
4661,,
4662,,
4663,,
4664,2632.0,2483.5
4665,,
4666,,
4667,2625.0,2625.0
4668,,
4669,,
4670,,
4671,,
4672,,
4673,,
4674,,
4675,,
4676,,
4677,2625.0,2625.0
4678,,
4679,,
4680,,
4681,3000.0,2900.0
4682,3000.0,2900.0
4683,3000.0,2900.0
4684,3000.0,2900.0
4685,3000.0,2900.0
4686,3000.0,2900.0
4687,3000.0,2900.0
4688,3000.0,2900.0
4689,3000.0,2900.0
4690,3000.0,2900.0
4691,,
4692,,
4693,2625.0,2625.0
4694,1600.0,1176.5
4695,,
4696,,
4697,2479.0,2330.0
4698,2479.0,2330.0
4699,719.5,659.0
4700,,
4701,,
4702,3605.0,3500.0
4703,3605.0,3500.0
4704,3605.0,3500.0
4705,3605.0,3500.0
4706,3605.0,3500.0
4707,3605.0,3500.0
4708,3605.0,3500.0
4709,3605.0,3500.0
4710,3605.0,3500.0
4711,3605.0,3500.0
4712,3605.0,3500.0
4713,2332.0,2024.0
4714,,
4715,,
4716,,
4717,3938.0,3938.0
4718,,
4719,,
4720,5500.0,5500.0
4721,3500.0,3317.0
4722,2567.0,2377.0
4723,,
4724,,
4725,2625.0,2900.0
4726,2625.0,2900.0
4727,6000.0,4214.0
4728,,
4729,9528.0,9000.0
4730,6625.0,6625.0
4731,,
4732,,
4733,2625.0,2625.0
4734,,
4735,,
4736,9126.0,7793.0
4737,7292.0,6625.0
4738,10562.5,9625.0
4739,6110.0,5029.5
4740,3363.0,5270.5
4741,2625.0,2651.5
4742,,
4743,,
4744,8000.0,10125.0
4745,5227.0,5227.0
4746,4535.0,4535.0
4747,2094.0,1750.0
4748,4412.0,4375.0
4749,,
4750,,
4751,9625.0,10125.0
4752,2625.0,3200.0
4753,6125.0,6125.0
4754,,
4755,,
4756,11000.0,12500.0
4757,11000.0,12500.0
4758,11000.0,12500.0
4759,11000.0,12500.0
4760,11000.0,12500.0
4761,10500.0,10500.0
4762,4725.0,4442.0
4763,,
4764,4395.0,3937.0
4765,4876.0,4876.0
4766,,
4767,6625.0,6625.0
4768,6625.0,9625.0
4769,6625.0,6625.0
4770,4323.5,4269.0
4771,2625.0,2625.0
4772,,
4773,3468.5,3312.0
4774,,
4775,4234.5,4196.0
4776,,
4777,,
4778,,
4779,4887.0,4625.0
4780,7570.5,7646.0
4781,6125.0,11281.5
4782,6614.0,6625.0
4783,6369.5,6312.5
4784,4089.0,4128.5
4785,,
4786,2925.0,3325.0
4787,2625.0,2625.0
4788,,
4789,4088.0,4273.5
4790,,
4791,,
4792,,
4793,2625.0,2769.0
4794,4712.0,5161.0
4795,,
4796,1687.5,2000.0
4797,,
4798,,
4799,2625.0,2625.0
4800,,
4801,,
4802,,
4803,8125.0,8353.0
4804,6625.0,6625.0
4805,,
4806,3313.0,3313.0
4807,,
4808,,
4809,6125.0,4959.0
4810,4088.0,4273.5
4811,2625.0,2954.5
4812,6625.0,6625.0
4813,6625.0,6625.0
4814,6625.0,6625.0
4815,,
4816,4725.0,4417.0
4817,,
4818,5634.0,5749.0
4819,3533.0,3533.0
4820,4779.0,5123.0
4821,4564.0,4525.0
4822,4217.0,3690.0
4823,3313.0,6625.0
4824,6625.0,9117.5
4825,6625.0,6625.0
4826,4923.5,5207.0
4827,6625.0,6625.0
4828,4089.0,4128.5
4829,2625.0,2625.0
4830,,
4831,5751.0,5670.0
4832,,
4833,6210.0,6225.0
4834,5292.0,6625.0
4835,2625.0,2625.0
4836,3102.0,3689.0
4837,4417.0,4417.0
4838,,
4839,4805.0,4510.0
4840,,
4841,,
4842,5347.0,5347.0
4843,4764.0,4567.0
4844,9125.0,8163.0
4845,9564.5,9125.0
4846,13382.0,14125.0
4847,4496.5,4737.0
4848,6625.0,6625.0
4849,6125.0,6625.0
4850,,
4851,,
4852,2625.0,2625.0
4853,6625.0,6625.0
4854,4417.0,4417.0
4855,,
4856,,
4857,,
4858,2625.0,3313.0
4859,6625.0,7956.0
4860,2925.0,3278.5
4861,2925.0,3278.5
4862,,
4863,,
4864,5292.0,4925.0
4865,6625.0,6625.0
4866,7500.0,8201.5
4867,11240.5,10700.0
4868,2500.0,2625.0
4869,10500.0,9990.0
4870,6700.0,6875.0
4871,,
4872,6625.0,4441.0
4873,4416.0,5315.0
4874,6625.0,6625.0
4875,6625.0,6625.0
4876,3313.0,6625.0
4877,,
4878,8718.0,7929.0
4879,6125.0,6125.0
4880,3260.0,2625.0
4881,2625.0,2665.0
4882,2208.0,2208.0
4883,2925.0,3325.0
4884,3363.0,3420.0
4885,,
4886,4732.0,5153.0
4887,2625.0,2334.0
4888,4479.0,4417.0
4889,4625.0,4448.0
4890,4417.0,4417.0
4891,6128.0,6625.0
4892,6615.0,6417.0
4893,1736.5,1750.0
4894,3313.0,3313.0
4895,,
4896,3500.0,3313.0
4897,,
4898,3500.0,3552.0
4899,3500.0,3552.0
4900,10500.0,9937.5
4901,3048.0,2625.0
4902,3313.0,3362.5
4903,,
4904,,
4905,6125.0,6125.0
4906,6625.0,6625.0
4907,6625.0,6625.0
4908,6625.0,6625.0
4909,6625.0,6625.0
4910,,
4911,,
4912,,
4913,4417.0,4417.0
4914,,
4915,11186.5,11624.0
4916,,
4917,4250.0,5210.0
4918,2625.0,2625.0
4919,,
4920,,
4921,4074.0,4072.0
4922,5660.5,5450.0
4923,,
4924,4389.0,4107.0
4925,4901.0,3703.0
4926,10125.0,10375.0
4927,6125.0,6625.0
4928,3300.0,3250.0
4929,3313.0,3918.0
4930,,
4931,3416.5,3769.0
4932,,
4933,4325.0,4435.5
4934,,
4935,,
4936,,
4937,6625.0,6625.0
4938,,
4939,9675.0,9675.0
4940,,
4941,,
4942,,
4943,,
4944,,
4945,,
4946,3628.0,3613.0
4947,5325.0,4848.0
4948,2925.0,3325.0
4949,2925.0,2925.0
4950,6625.0,6625.0
4951,,
4952,,
4953,6125.0,6125.0
4954,6125.0,6125.0
4955,6625.0,6625.0
4956,4375.0,4818.0
4957,6567.0,6625.0
4958,,
4959,,
4960,2624.0,2624.0
4961,4000.0,3500.0
4962,,
4963,,
4964,,
4965,,
4966,5453.5,5532.0
4967,5153.0,5153.0
4968,6625.0,5833.5
4969,,
4970,5292.0,6625.0
4971,,
4972,,
4973,9936.0,9936.0
4974,6625.0,6625.0
4975,6625.0,6625.0
4976,6625.0,6625.0
4977,8140.0,7475.0
4978,9625.0,9625.0
4979,,
4980,,
4981,5950.0,5836.0
4982,4130.0,4179.5
4983,6625.0,6625.0
4984,4848.5,4920.0
4985,,
4986,5872.5,6238.0
4987,2185.5,2354.0
4988,4080.0,4417.0
4989,4443.5,4416.0
4990,2625.0,2625.0
4991,,
4992,6125.0,6125.0
4993,6625.0,6625.0
4994,2208.0,2208.0
4995,,
4996,,
4997,6297.0,6606.5
4998,5911.0,6455.0
4999,6125.0,6125.0
5000,2735.0,3313.0
5001,3063.0,3500.0
5002,3800.0,3673.0
5003,,
5004,,
5005,,
5006,,
5007,5500.0,6361.0
5008,,
5009,4942.0,5152.0
5010,9625.0,9625.0
5011,5313.0,4877.5
5012,3680.0,2625.0
5013,5535.0,5535.0
5014,,
5015,4958.0,5032.0
5016,2665.0,2635.5
5017,3568.0,4417.0
5018,,
5019,4625.0,5907.5
5020,4625.0,4448.0
5021,8750.0,8750.0
5022,2625.0,2625.0
5023,5292.0,6625.0
5024,4764.0,4567.0
5025,6625.0,6625.0
5026,1109.0,1108.0
5027,,
5028,6045.5,5983.0
5029,,
5030,,
5031,3702.0,6047.5
5032,,
5033,,
5034,6625.0,6625.0
5035,,
5036,3003.0,3500.0
5037,3003.0,3500.0
5038,8375.0,9774.0
5039,2625.0,2625.0
5040,,
5041,6625.0,6625.0
5042,6374.0,6625.0
5043,,
5044,,
5045,,
5046,,
5047,,
5048,4510.0,4510.0
5049,,
5050,11240.5,10700.0
5051,4417.0,4417.0
5052,4417.0,4417.0
5053,3313.0,3313.0
5054,,
5055,,
5056,2219.0,1994.0
5057,,
5058,6311.0,5977.0
5059,5507.0,5535.0
5060,6125.0,5339.0
5061,6142.0,6125.0
5062,,
5063,6797.0,6553.5
5064,5615.0,6109.0
5065,4978.0,5141.0
5066,3363.0,3707.5
5067,6045.5,5983.0
5068,6625.0,6938.5
5069,,
5070,,
5071,5954.0,5717.0
5072,4625.0,4000.0
5073,4625.0,4000.0
5074,,
5075,7476.0,8253.5
5076,3036.0,3227.0
5077,,
5078,2712.0,2901.0
5079,6137.0,6035.0
5080,5739.0,6625.0
5081,3168.0,3168.0
5082,3640.0,3093.5
5083,,
5084,3816.0,3880.0
5085,6625.0,6625.0
5086,7446.5,7105.0
5087,4361.5,4417.5
5088,4535.0,4535.0
5089,5520.0,5520.0
5090,4662.0,4958.0
5091,4030.0,5117.5
5092,,
5093,,
5094,,
5095,,
5096,2851.0,4000.0
5097,,
5098,4417.0,4417.0
5099,4375.0,6125.0
5100,5297.0,5299.0
5101,,
5102,,
5103,,
5104,,
5105,,
5106,,
5107,,
5108,,
5109,6366.0,6439.0
5110,5125.0,2855.0
5111,5137.0,5045.5
5112,5149.0,4780.0
5113,6484.0,6625.0
5114,4416.0,4416.0
5115,3313.0,3313.0
5116,3975.0,3983.0
5117,2208.0,2208.0
5118,,
5119,3979.0,4016.0
5120,3979.0,4016.0
5121,5075.0,5888.0
5122,,
5123,6303.0,6443.0
5124,,
5125,6625.0,6625.0
5126,,
5127,,
5128,,
5129,4418.0,5300.0
5130,,
5131,,
5132,,
5133,,
5134,,
5135,,
5136,,
5137,,
5138,,
5139,,
5140,6625.0,6625.0
5141,,
5142,6525.0,6247.0
5143,5515.0,5359.0
5144,6625.0,6625.0
5145,3313.0,3313.0
5146,7292.0,7292.0
5147,5137.0,5045.5
5148,5137.0,5045.5
5149,4712.0,5161.0
5150,6625.0,6625.0
5151,,
5152,,
5153,,
5154,,
5155,,
5156,,
5157,,
5158,3771.0,4958.0
5159,,
5160,,
5161,,
5162,,
5163,5986.0,4660.5
5164,,
5165,8535.0,7591.0
5166,6625.0,6431.0
5167,,
5168,5250.0,6625.0
5169,,
5170,,
5171,,
5172,,
5173,6168.5,5432.5
5174,,
5175,3228.5,4008.0
5176,5312.0,5125.0
5177,5312.0,5125.0
5178,,
5179,10500.0,10375.0
5180,17105.0,8875.0
5181,8250.0,8125.0
5182,8250.0,8125.0
5183,,
5184,,
5185,3513.5,4885.0
5186,2808.5,3187.5
5187,3217.0,3008.5
5188,4417.0,4395.0
5189,3546.0,3730.0
5190,2625.0,2704.5
5191,7166.0,6125.0
5192,5500.0,5841.0
5193,,
5194,10375.0,10375.0
5195,6625.0,6625.0
5196,,
5197,,
5198,,
5199,,
5200,3784.0,3313.0
5201,8459.0,8460.0
5202,,
5203,5775.0,5775.0
5204,2665.0,2625.0
5205,6625.0,6625.0
5206,,
5207,2814.0,3313.0
5208,,
5209,2625.0,3313.0
5210,3312.0,3313.0
5211,6625.0,7194.0
5212,,
5213,4416.0,4625.0
5214,4625.0,4000.0
5215,6625.0,6625.0
5216,6625.0,6625.0
5217,6625.0,6625.0
5218,6625.0,6625.0
5219,6625.0,6625.0
5220,3800.0,3673.0
5221,3800.0,3673.0
5222,3800.0,3673.0
5223,3800.0,3673.0
5224,3800.0,3673.0
5225,3800.0,3673.0
5226,,
5227,2625.0,2625.0
5228,4173.0,4173.0
5229,6125.0,5425.0
5230,,
5231,2625.0,2755.0
5232,4416.0,4416.0
5233,3312.0,4196.0
5234,4416.0,3750.0
5235,4416.0,3750.0
5236,4543.0,4672.5
5237,6625.0,6625.0
5238,4625.0,5753.0
5239,5781.5,5292.0
5240,6707.0,6625.0
5241,7792.0,6625.0
5242,1109.0,1108.0
5243,6472.5,6625.0
5244,6125.0,6125.0
5245,4327.0,4327.0
5246,4625.0,4000.0
5247,,
5248,,
5249,2625.0,2625.0
5250,4480.0,4892.0
5251,2329.0,2167.0
5252,3100.0,3162.0
5253,,
5254,,
5255,6125.0,6125.0
5256,13784.0,12128.0
5257,,
5258,4417.0,4966.0
5259,,
5260,6625.0,6077.0
5261,2625.0,2334.0
5262,2625.0,2625.0
5263,4417.0,4529.5
5264,6625.0,6625.0
5265,,
5266,,
5267,2625.0,2625.0
5268,,
5269,3313.0,3400.0
5270,3894.5,2665.0
5271,,
5272,5625.0,5203.0
5273,,
5274,,
5275,3130.0,4000.0
5276,3313.0,3932.5
5277,11625.0,14696.0
5278,,
5279,,
5280,,
5281,6625.0,6625.0
5282,5051.0,5251.0
5283,,
5284,4917.0,4826.0
5285,5520.0,5520.0
5286,4834.0,6625.0
5287,4375.0,3750.0
5288,6125.0,5992.5
5289,3902.0,3927.0
5290,6625.0,6625.0
5291,,
5292,2625.0,2625.0
5293,,
5294,2625.0,2625.0
5295,2625.0,2625.0
5296,2625.0,2625.0
5297,2625.0,2625.0
5298,10125.0,13250.0
5299,,
5300,6625.0,6625.0
5301,1592.0,1594.0
5302,4313.0,4535.0
5303,5054.0,4958.0
5304,12512.0,15379.0
5305,,
5306,,
5307,4213.5,4080.0
5308,,
5309,,
5310,,
5311,4810.0,4475.0
5312,5750.0,6166.0
5313,,
5314,,
5315,5203.0,5500.0
5316,,
5317,2625.0,2625.0
5318,2008.5,2361.0
5319,5521.0,6623.5
5320,4872.0,4872.0
5321,4417.0,4417.0
5322,,
5323,6125.0,4225.0
5324,,
5325,6018.0,6006.0
5326,9125.0,8958.0
5327,6625.0,5330.0
5328,,
5329,,
5330,4327.0,4545.0
5331,4720.0,4807.0
5332,3880.0,4074.5
5333,3750.0,3500.0
5334,1109.0,1108.0
5335,,
5336,,
5337,,
5338,1925.0,1925.0
5339,3800.0,3673.0
5340,5928.0,5954.0
5341,5443.0,5281.0
5342,4363.5,4438.0
5343,,
5344,,
5345,,
5346,3363.0,6625.0
5347,6274.0,6625.0
5348,6166.0,4417.0
5349,6045.5,5983.0
5350,,
5351,5298.0,3666.0
5352,,
5353,6625.0,6625.0
5354,,
5355,4794.0,4794.0
5356,,
5357,,
5358,11587.0,12792.0
5359,2334.0,2425.0
5360,4999.0,5000.0
5361,5150.0,6313.0
5362,7792.0,7709.0
5363,1298.0,1312.0
5364,10562.5,9625.0
5365,3313.0,3647.0
5366,4674.5,6625.0
5367,,
5368,3438.0,3500.0
5369,,
5370,5950.0,5836.0
5371,2625.0,2755.0
5372,2625.0,2755.0
5373,3000.0,2900.0
5374,9000.0,10500.0
5375,9625.0,10125.0
5376,9625.0,10125.0
5377,9625.0,10125.0
5378,,
5379,6625.0,6625.0
5380,6625.0,6625.0
5381,6625.0,6625.0
5382,,
5383,2625.0,2755.0
5384,,
5385,,
5386,,
5387,2625.0,2579.0
5388,,
5389,4764.0,4567.0
5390,2625.0,2625.0
5391,3735.0,3670.0
5392,,
5393,5250.0,4725.0
5394,3500.0,3500.0
5395,,
5396,2862.0,2625.0
5397,,
