,FEMALE_DEBT_MDN,MALE_DEBT_MDN
35763,3500.0,3500.0
35764,13064.0,8500.0
35765,2934.5,3031.0
35766,3500.0,3250.0
35767,6488.5,7752.0
35768,4000.0,3500.0
35769,17766.0,17604.0
35770,,
35771,3092.0,2625.0
35772,18125.0,19125.0
35773,,
35774,3090.0,2500.0
35775,15000.0,18000.0
35776,3250.0,3500.0
35777,11000.0,9544.0
35778,,
35779,9500.0,9500.0
35780,7125.0,7500.0
35781,3500.0,3500.0
35782,8371.0,9563.0
35783,16500.0,15934.0
35784,,
35785,10750.0,8500.0
35786,3983.0,4539.0
35787,,
35788,8000.0,5025.5
35789,17500.0,12750.0
35790,,
35791,3500.0,3500.0
35792,12197.5,9500.0
35793,,
35794,,
35795,13834.0,9917.0
35796,17125.0,16562.0
35797,15375.0,12809.0
35798,,
35799,3596.0,3500.0
35800,,
35801,5217.0,4600.0
35802,,
35803,10208.0,9709.0
35804,6695.5,5500.0
35805,,
35806,14500.0,12000.0
35807,13187.0,11156.0
35808,,
35809,12000.0,11200.0
35810,8308.5,6334.0
35811,11625.0,11485.0
35812,6000.0,5500.0
35813,2500.0,2625.0
35814,,
35815,11000.0,11000.0
35816,3500.0,3500.0
35817,8285.0,8286.0
35818,4600.0,4500.0
35819,,
35820,,
35821,11000.0,10000.0
35822,9500.0,10711.0
35823,9500.0,9500.0
35824,3853.0,3500.0
35825,3500.0,3447.0
35826,12040.0,10000.0
35827,2625.0,2250.0
35828,12377.0,6382.0
35829,13000.0,10543.0
35830,10500.0,10500.0
35831,12690.0,13000.0
35832,15500.0,14646.0
35833,13000.0,19769.0
35834,14238.5,12000.0
35835,,
35836,13000.0,12500.0
35837,9143.0,8423.5
35838,2625.0,2500.0
35839,,
35840,,
35841,16000.0,14875.0
35842,,
35843,,
35844,,
35845,,
35846,,
35847,,
35848,3500.0,3500.0
35849,5500.0,5500.0
35850,,
35851,,
35852,10194.0,9500.0
35853,9500.0,8250.0
35854,11415.0,9500.0
35855,,
35856,,
35857,,
35858,16125.0,16000.0
35859,14500.0,11125.0
35860,3200.0,3027.5
35861,,
35862,18719.0,19406.0
35863,3500.0,3500.0
35864,18750.0,16504.0
35865,11000.0,11000.0
35866,14904.5,13625.0
35867,4750.0,4114.5
35868,9465.0,5640.0
35869,16500.0,14000.0
35870,,
35871,10125.0,9000.0
35872,12000.0,11174.5
35873,16725.0,17125.0
35874,12000.0,8702.5
35875,,
35876,,
35877,,
35878,,
35879,12441.0,14125.0
35880,,
35881,,
35882,14447.0,11312.5
35883,15000.0,14725.0
35884,15620.0,14062.0
35885,,
35886,13000.0,13625.0
35887,13375.5,13437.5
35888,,
35889,7500.0,8125.0
35890,14625.0,12000.0
35891,,
35892,5500.0,5500.0
35893,,
35894,11503.0,12125.0
35895,6050.0,5500.0
35896,5500.0,5500.0
35897,6470.5,5500.0
35898,6120.0,5500.0
35899,7500.0,5652.0
35900,7000.0,5500.0
35901,7231.0,5500.0
35902,7500.0,5848.5
35903,7000.0,5500.0
35904,6514.0,5500.0
35905,7000.0,5424.0
35906,3800.0,3500.0
35907,6000.0,5347.5
35908,7666.0,5500.0
35909,9500.0,8250.0
35910,9500.0,7669.0
35911,9500.0,7669.0
35912,9500.0,7669.0
35913,9500.0,7669.0
35914,9500.0,8448.0
35915,9500.0,7669.0
35916,9500.0,7669.0
35917,10000.0,9875.0
35918,6750.0,7125.0
35919,7500.0,6220.0
35920,8000.0,7501.0
35921,7359.0,5500.0
35922,7500.0,5500.0
35923,13405.0,12693.5
35924,7677.0,5757.0
35925,6000.0,5500.0
35926,8180.0,5500.0
35927,12000.0,12000.0
35928,12000.0,12000.0
35929,9500.0,9500.0
35930,9500.0,9500.0
35931,6334.0,8654.5
35932,,
35933,,
35934,,
35935,8748.0,7447.0
35936,8748.0,7447.0
35937,6625.0,4750.0
35938,9500.0,9500.0
35939,11625.0,9500.0
35940,17062.5,9846.5
35941,10500.0,9500.0
35942,6967.0,6102.0
35943,,
35944,,
35945,,
35946,9356.0,6334.0
35947,10500.0,9001.0
35948,,
35949,17125.0,17125.0
35950,9000.0,6700.0
35951,,
35952,8250.0,7500.0
35953,7500.0,6000.0
35954,8308.0,5500.0
35955,5533.0,6500.0
35956,,
35957,17125.0,17125.0
35958,,
35959,13812.0,12281.0
35960,14550.0,8441.0
35961,5500.0,5472.0
35962,,
35963,9100.0,8165.5
35964,9100.0,8165.5
35965,,
35966,,
35967,8987.0,8275.0
35968,12000.0,11000.0
35969,16500.0,16458.0
35970,,
35971,7250.0,7500.0
35972,,
35973,,
35974,10931.0,9500.0
35975,13360.0,11142.0
35976,14037.5,12500.0
35977,,
35978,,
35979,,
35980,18375.0,15800.0
35981,16333.0,11812.5
35982,17125.0,16519.0
35983,17125.0,17125.0
35984,,
35985,4375.0,3750.0
35986,,
35987,16125.0,13968.0
35988,16062.0,14687.5
35989,15000.0,10500.0
35990,6625.0,5500.0
35991,5500.0,6724.0
35992,4625.0,3616.5
35993,7500.0,10371.0
35994,,
35995,14792.0,11500.0
35996,13614.5,9500.0
35997,11170.0,11531.0
35998,7664.0,6911.0
35999,7664.0,6911.0
36000,8233.0,12655.0
36001,5500.0,5500.0
36002,,
36003,5798.0,5602.5
36004,5500.0,5500.0
36005,6000.0,5500.0
36006,,
36007,,
36008,,
36009,14250.0,14000.0
36010,15000.0,9500.0
36011,4750.0,4500.0
36012,12937.0,13066.0
36013,5500.0,4798.0
36014,,
36015,,
36016,,
36017,,
36018,17009.5,15000.0
36019,19028.0,18580.0
36020,12901.5,9855.0
36021,5500.0,4750.0
36022,9500.0,9262.0
36023,13953.0,17125.0
36024,15000.0,13000.0
36025,4750.0,4750.0
36026,4750.0,4750.0
36027,13331.5,13000.0
36028,16183.0,16683.0
36029,5370.0,5320.5
36030,5500.0,5500.0
36031,,
36032,,
36033,9500.0,5500.0
36034,,
36035,15500.0,13625.0
36036,,
36037,,
36038,,
36039,18062.0,17125.0
36040,4350.0,3615.5
36041,6250.0,5500.0
36042,,
36043,,
36044,,
36045,7528.0,7420.0
36046,15445.0,10375.0
36047,17125.0,17125.0
36048,,
36049,,
36050,3898.0,3984.0
36051,15618.0,11000.0
36052,,
36053,3500.0,3500.0
36054,,
36055,17125.0,14436.0
36056,5500.0,5500.0
36057,14500.0,13314.0
36058,13000.0,9500.0
36059,16125.5,17125.0
36060,8167.0,7241.0
36061,8167.0,7241.0
36062,9500.0,7970.0
36063,3500.0,3500.0
36064,4825.0,5670.0
36065,,
36066,12150.0,10500.0
36067,3500.0,3500.0
36068,4730.0,4410.0
36069,5497.5,4928.0
36070,6861.0,8696.0
36071,3500.0,3500.0
36072,,
36073,5250.0,3975.0
36074,3750.0,3750.0
36075,8125.0,7143.0
36076,9500.0,6500.0
36077,7500.0,7250.0
36078,8406.5,6940.0
36079,14250.0,11000.0
36080,3651.5,3700.0
36081,3500.0,3500.0
36082,,
36083,,
36084,10000.0,9068.5
36085,4500.0,3750.0
36086,3761.0,4200.0
36087,1750.0,1865.0
36088,3500.0,3500.0
36089,7958.0,9251.5
36090,3816.0,4000.0
36091,9500.0,8250.0
36092,12500.0,10125.0
36093,,
36094,11000.0,10749.5
36095,12843.0,10000.0
36096,10000.0,7000.0
36097,,
36098,3500.0,3500.0
36099,4750.0,5500.0
36100,11937.5,9500.0
36101,12500.0,11646.0
36102,11937.5,11274.0
36103,4500.0,3500.0
36104,9369.0,7650.0
36105,5500.0,5500.0
36106,9500.0,8536.5
36107,9500.0,8536.5
36108,7250.0,7500.0
36109,4500.0,3500.0
36110,12460.5,9500.0
36111,4500.0,4727.0
36112,3500.0,3498.5
36113,,
36114,14200.0,11700.0
36115,10962.5,10530.0
36116,15525.0,10000.0
36117,10000.0,7000.0
36118,3500.0,3750.0
36119,8662.0,6500.0
36120,13000.0,13834.0
36121,5500.0,4500.0
36122,13250.0,14988.5
36123,6260.0,5435.0
36124,4000.0,3500.0
36125,,
36126,13501.5,11000.0
36127,6383.0,5353.0
36128,7000.0,9500.0
36129,3961.0,3961.0
36130,9444.0,8250.0
36131,6500.0,8100.0
36132,5500.0,4750.0
36133,17125.0,17125.0
36134,,
36135,,
36136,,
36137,9500.0,9500.0
36138,6262.5,6125.0
36139,8500.0,7000.0
36140,4500.0,3961.0
36141,,
36142,,
36143,14327.5,12905.5
36144,,
36145,3500.0,3500.0
36146,,
36147,3980.5,3500.0
36148,3500.0,2250.0
36149,7413.0,7934.0
36150,4500.0,4500.0
36151,,
36152,,
36153,8085.0,6334.0
36154,,
36155,8638.5,7305.0
36156,10687.5,9750.0
36157,9500.0,8752.5
36158,14625.0,6906.0
36159,,
36160,9373.0,5500.0
36161,10721.5,10000.0
36162,8250.0,7500.0
36163,,
36164,3500.0,2800.0
36165,4000.0,4000.0
36166,9971.0,10938.0
36167,11500.0,8171.0
36168,7427.0,7327.5
36169,,
36170,7553.0,8500.0
36171,6669.0,5294.0
36172,8739.0,7000.0
36173,,
36174,9500.0,8895.0
36175,3500.0,3500.0
36176,,
36177,10275.0,6500.0
36178,3500.0,3500.0
36179,8110.5,6334.0
36180,6663.0,9500.0
36181,9500.0,7312.5
36182,6769.5,5445.5
36183,,
36184,7446.5,4971.5
36185,8748.0,7447.0
36186,3750.0,3750.0
36187,3325.0,2625.0
36188,,
36189,13500.0,9500.0
36190,8610.0,9500.0
36191,6334.0,6334.0
36192,11486.0,10274.0
36193,17125.0,14125.0
36194,,
36195,9500.0,9500.0
36196,8086.0,7500.0
36197,,
36198,4750.0,4800.0
36199,,
36200,,
36201,7500.0,9500.0
36202,,
36203,,
36204,11375.0,7312.5
36205,11375.0,7312.5
36206,8020.0,12584.0
36207,,
36208,5500.0,5500.0
36209,,
36210,9899.0,9500.0
36211,,
36212,,
36213,3167.0,3167.0
36214,,
36215,3938.0,3500.0
36216,7876.0,7528.0
36217,,
36218,,
36219,,
36220,14777.0,10500.0
36221,3500.0,2250.0
36222,,
36223,,
36224,,
36225,10625.0,9500.0
36226,,
36227,,
36228,,
36229,,
36230,13492.0,11660.0
36231,,
36232,,
36233,,
36234,,
36235,,
36236,13520.5,11237.5
36237,7094.0,5500.0
36238,10667.0,10462.5
36239,4500.0,3500.0
36240,8250.0,6745.0
36241,,
36242,,
36243,,
36244,,
36245,10437.0,9000.0
36246,,
36247,8500.0,8250.0
36248,12000.0,11187.0
36249,,
36250,6300.0,5500.0
36251,,
36252,7200.0,5973.0
36253,,
36254,7100.5,5500.0
36255,,
36256,8000.0,7250.0
36257,,
36258,,
36259,,
36260,7250.5,6250.0
36261,,
36262,9500.0,9750.0
36263,11000.0,12482.0
36264,,
36265,,
36266,,
36267,,
36268,,
36269,,
36270,7916.0,9833.0
36271,,
36272,,
36273,,
36274,,
36275,,
36276,,
36277,,
36278,,
36279,8744.0,9500.0
36280,,
36281,5473.5,4250.0
36282,,
36283,7500.0,5882.5
36284,10123.5,10000.0
36285,5776.0,5500.0
36286,3750.0,3500.0
36287,7400.5,6182.0
36288,,
36289,,
36290,,
36291,,
36292,,
36293,11000.0,11625.0
36294,,
36295,,
36296,,
36297,12750.0,12500.0
36298,,
36299,6547.5,6703.0
36300,13084.0,13000.0
36301,,
36302,11500.0,13434.0
36303,6228.0,4779.0
36304,7800.0,9000.0
36305,12000.0,9500.0
36306,12000.0,9500.0
36307,3655.0,4500.0
36308,12625.0,12625.0
36309,5250.0,4813.0
36310,9564.0,7500.0
36311,4500.0,3500.0
36312,,
36313,4500.0,4025.0
36314,14375.0,14500.0
36315,10426.5,8421.0
36316,7472.0,7946.0
36317,12000.0,11622.0
36318,14625.0,15394.5
36319,5647.0,7679.0
36320,,
36321,14750.0,13750.0
36322,4866.0,5500.0
36323,7262.0,5500.0
36324,12500.0,13375.0
36325,13173.0,12000.0
36326,6333.0,5956.5
36327,3500.0,3500.0
36328,8832.5,8157.0
36329,9860.0,8250.0
36330,9500.0,13563.0
36331,3500.0,3500.0
36332,,
36333,,
36334,5750.0,5500.0
36335,4500.0,4340.0
36336,8220.0,8781.0
36337,,
36338,,
36339,,
36340,9615.5,8918.0
36341,9500.0,9500.0
36342,8500.0,7500.0
36343,13000.0,10205.0
36344,4230.0,3500.0
36345,4000.0,3500.0
36346,,
36347,13000.0,12500.0
36348,5737.0,5943.0
36349,,
36350,7101.5,7152.0
36351,3500.0,3500.0
36352,9500.0,9000.0
36353,5500.0,3750.0
36354,14375.0,13000.0
36355,7664.0,6911.0
36356,4000.0,3500.0
36357,3312.0,3000.0
36358,13000.0,12250.0
36359,4505.5,3500.0
36360,,
36361,14296.0,12625.0
36362,20000.0,20000.0
36363,10750.0,11558.0
36364,17125.0,15625.0
36365,,
36366,6438.0,5500.0
36367,9250.0,6125.0
36368,10250.0,9226.0
36369,12000.0,11000.0
36370,15437.5,14625.0
36371,9500.0,9000.0
36372,6987.5,7384.0
36373,,
36374,3500.0,3500.0
36375,5500.0,5500.0
36376,14000.0,12210.5
36377,,
36378,,
36379,14500.0,13750.5
36380,3500.0,3500.0
36381,8264.0,9500.0
36382,,
36383,,
36384,,
36385,9687.5,9000.0
36386,15250.0,12000.0
36387,10500.0,9500.0
36388,12000.0,15000.0
36389,9369.0,11060.0
36390,9208.5,9094.0
36391,,
36392,10305.0,9000.0
36393,,
36394,12077.0,10500.0
36395,11500.0,8000.0
36396,15500.0,12000.0
36397,,
36398,14625.0,15325.0
36399,3500.0,2783.0
36400,,
36401,14500.0,9500.0
36402,6125.0,6863.0
36403,,
36404,9500.0,7500.0
36405,16812.0,15250.0
36406,14872.5,11375.0
36407,17125.0,17125.0
36408,,
36409,11000.0,11000.0
36410,,
36411,7250.0,5500.0
36412,,
36413,10875.0,9644.0
36414,16625.0,16250.0
36415,10781.5,11000.0
36416,3500.0,3500.0
36417,6222.0,6021.5
36418,9500.0,8250.0
36419,,
36420,16818.0,16650.0
36421,10000.0,10812.0
36422,16010.0,15906.5
36423,17125.0,17125.0
36424,10000.0,9941.5
36425,2600.0,2625.0
36426,,
36427,3500.0,3500.0
36428,,
36429,9500.0,8891.0
36430,4750.0,3500.0
36431,,
36432,14145.0,8500.0
36433,16500.0,15410.0
36434,,
36435,13750.0,10500.0
36436,8625.0,7951.0
36437,9746.5,6250.0
36438,,
36439,,
36440,10200.0,10500.0
36441,14375.0,15500.0
36442,15000.0,15750.0
36443,6555.0,8963.0
36444,14250.0,16375.0
36445,,
36446,6330.0,6000.0
36447,5500.0,7000.0
36448,7958.0,7500.0
36449,9000.0,8750.0
36450,6019.0,5584.0
36451,15937.5,16315.5
36452,,
36453,4112.5,3500.0
36454,5500.0,5500.0
36455,14885.0,11915.0
36456,6000.0,6000.0
36457,,
36458,,
36459,,
36460,17625.0,17125.0
36461,3200.0,3333.0
36462,9500.0,11200.0
36463,,
36464,,
36465,,
36466,11625.0,11812.5
36467,18000.0,18000.0
36468,12625.0,9562.5
36469,,
36470,,
36471,9500.0,8506.0
36472,,
36473,,
36474,8000.0,8750.0
36475,13940.0,13216.0
36476,10500.0,9215.0
36477,3500.0,3500.0
36478,17125.0,17125.0
36479,14509.0,14625.0
36480,7500.0,8125.0
36481,11755.0,10150.0
36482,,
36483,,
36484,,
36485,3500.0,3500.0
36486,13562.5,13625.0
36487,23000.0,24745.0
36488,3116.0,2800.0
36489,11250.0,17125.0
36490,,
36491,12000.0,10875.0
36492,3500.0,3100.0
36493,9875.0,9629.0
36494,12500.0,13000.0
36495,8925.0,7500.0
36496,,
36497,18000.0,17125.0
36498,,
36499,,
36500,,
36501,12000.0,12000.0
36502,10000.0,10000.0
36503,9093.0,9500.0
36504,9750.0,12000.0
36505,16062.5,13750.0
36506,3500.0,3500.0
36507,12000.0,13750.0
36508,17500.0,17125.0
36509,3600.0,3500.0
36510,15500.0,12000.0
36511,,
36512,,
36513,5500.0,5250.0
36514,3250.0,2812.5
36515,7257.0,9500.0
36516,13100.0,5500.0
36517,,
36518,,
36519,10920.0,9500.0
36520,6583.0,6894.0
36521,,
36522,9000.0,8000.0
36523,,
36524,7500.0,8211.5
36525,16477.0,15000.0
36526,3244.0,3500.0
36527,11000.0,9500.0
36528,19125.0,19125.0
36529,12000.0,12500.0
36530,,
36531,12125.0,12625.0
36532,,
36533,13625.0,12750.0
36534,15000.0,12720.0
36535,10937.0,11000.0
36536,16812.0,16625.0
36537,12820.0,9125.0
36538,7180.0,7100.0
36539,17125.0,17125.0
36540,7500.0,6500.0
36541,,
36542,10500.0,10001.0
36543,18125.0,15500.0
36544,,
36545,7216.0,9500.0
36546,16500.0,13375.0
36547,3500.0,3870.0
36548,13265.0,12000.0
36549,10000.0,10377.0
36550,5834.0,5500.0
36551,5834.0,5500.0
36552,3819.5,3500.0
36553,,
36554,16375.0,15000.0
36555,,
36556,4748.0,5718.0
36557,,
36558,12500.0,11000.0
36559,3500.0,3500.0
36560,7500.0,5999.0
36561,11700.0,9867.0
36562,15000.0,10000.0
36563,,
36564,13000.0,17000.0
36565,6000.0,5500.0
36566,,
36567,2750.0,2750.0
36568,,
36569,,
36570,,
36571,9500.0,13000.0
36572,13625.0,11750.0
36573,6794.0,6334.0
36574,6794.0,6334.0
36575,11000.0,10250.0
36576,10500.0,10750.0
36577,,
36578,5001.0,3200.0
36579,10529.0,11000.0
36580,4000.0,3500.0
36581,10625.0,14437.5
36582,11490.0,10500.0
36583,9317.0,9438.0
36584,3500.0,3500.0
36585,11750.0,12209.5
36586,12625.0,8937.5
36587,4913.0,3891.0
36588,16852.0,15625.0
36589,9500.0,10556.5
36590,5250.0,4750.0
36591,,
36592,17125.0,15725.0
36593,4000.0,3633.5
36594,4500.0,4054.0
36595,3600.0,3500.0
36596,,
36597,3933.0,3634.0
36598,10500.0,9062.5
36599,4798.0,4667.0
36600,11000.0,11000.0
36601,,
36602,1750.0,1750.0
36603,14474.5,12500.0
36604,12500.0,9500.0
36605,10705.0,9058.5
36606,15150.0,15380.5
36607,,
36608,15000.0,14574.0
36609,12000.0,12000.0
36610,10000.0,9510.5
36611,10250.0,8100.0
36612,5500.0,5500.0
36613,3493.0,3500.0
36614,4000.0,3500.0
36615,,
36616,5834.0,5500.0
36617,3334.0,3132.0
36618,9300.0,9277.0
36619,9381.5,9452.0
36620,3500.0,3500.0
36621,7887.0,6268.0
36622,,
36623,5500.0,5250.0
36624,13000.0,11986.5
36625,3500.0,3500.0
36626,9281.0,8250.0
36627,14000.0,9500.0
36628,,
36629,9500.0,10750.0
36630,8580.0,8847.0
36631,8600.0,7500.0
36632,8243.0,8493.0
36633,,
36634,7349.0,7030.0
36635,3500.0,3313.0
36636,13632.5,12307.0
36637,4268.5,3399.5
36638,3500.0,3500.0
36639,6810.0,7162.5
36640,10625.0,10496.0
36641,,
36642,15132.5,12250.0
36643,,
36644,,
36645,,
36646,,
36647,,
36648,8000.0,6750.0
36649,3899.0,3702.5
36650,3500.0,3359.0
36651,7693.0,7500.0
36652,2975.5,3368.0
36653,11097.0,11000.0
36654,,
36655,,
36656,8440.0,10667.0
36657,5500.0,5750.0
36658,,
36659,5500.0,5500.0
36660,5115.0,4500.0
36661,13869.5,14125.0
36662,5500.0,5500.0
36663,5500.0,5500.0
36664,8154.0,7500.0
36665,12273.5,12733.0
36666,14500.0,13625.0
36667,14500.0,13625.0
36668,5500.0,5500.0
36669,12782.5,12976.5
36670,18511.5,17312.0
36671,14500.0,12321.0
36672,6712.5,5500.0
36673,11000.0,7262.5
36674,5500.0,5500.0
36675,,
36676,8746.0,6333.0
36677,5725.0,5500.0
36678,5500.0,3666.0
36679,5500.0,5500.0
36680,19125.0,19125.0
36681,11262.5,13250.0
36682,,
36683,5000.0,5250.0
36684,,
36685,5500.0,5500.0
36686,5500.0,4750.0
36687,5500.0,5500.0
36688,5500.0,5500.0
36689,9000.0,9048.0
36690,,
36691,16950.0,15911.0
36692,5800.0,5500.0
36693,10880.0,9500.0
36694,7500.0,6789.0
36695,10750.0,7500.0
36696,10750.0,7500.0
36697,8183.0,6268.5
36698,5000.0,6000.0
36699,11000.0,9918.0
36700,11875.0,12414.0
36701,9100.5,8750.0
36702,9500.0,8694.5
36703,16500.0,15250.0
36704,6000.0,6190.0
36705,10552.5,11625.0
36706,,
36707,8125.0,10000.0
36708,11000.0,11498.0
36709,11625.0,11201.0
36710,9167.0,6334.0
36711,,
36712,11000.0,9500.0
36713,4875.0,4750.0
36714,5275.0,5721.0
36715,9501.0,14833.0
36716,5000.0,4963.0
36717,11625.0,12000.0
36718,6334.0,5500.0
36719,5500.0,5500.0
36720,11984.0,10750.0
36721,14000.0,12000.0
36722,3359.0,2000.0
36723,13985.0,13125.0
36724,7500.0,6789.0
36725,6300.0,5500.0
36726,5245.5,5500.0
36727,6334.0,5500.0
36728,6334.0,5500.0
36729,,
36730,5500.0,5500.0
36731,,
36732,5500.0,5500.0
36733,7500.0,6789.0
36734,8750.0,7937.0
36735,,
36736,11250.0,10300.0
36737,19125.0,17125.0
36738,15215.5,15440.5
36739,13420.5,11750.0
36740,15000.0,14000.0
36741,12500.0,17625.0
36742,6849.0,6724.0
36743,16072.0,10000.0
36744,6334.0,5500.0
36745,5500.0,5500.0
36746,11000.0,9420.0
36747,,
36748,,
36749,6209.0,5500.0
36750,9500.0,9676.0
36751,5930.0,5595.0
36752,6000.0,5250.0
36753,12000.0,10875.0
36754,,
36755,5500.0,4750.0
36756,5500.0,6154.0
36757,9500.0,10000.0
36758,8250.0,10562.5
36759,,
36760,,
36761,9500.0,9500.0
36762,3500.0,3100.0
36763,,
36764,,
36765,6250.0,6500.0
36766,3500.0,3390.5
36767,4042.0,3719.0
36768,,
36769,,
36770,3500.0,3000.0
36771,3500.0,2847.0
36772,4800.0,4200.0
36773,10950.0,10500.0
36774,4750.0,4000.0
36775,3179.0,3000.0
36776,16500.0,11000.0
36777,,
36778,10508.0,9375.0
36779,10508.0,9375.0
36780,8617.0,8427.0
36781,12296.5,9500.0
36782,12440.0,9500.0
36783,,
36784,3750.0,3500.0
36785,11000.0,10000.0
36786,3500.0,3445.0
36787,2625.0,2508.0
36788,4000.0,3500.0
36789,5500.0,5500.0
36790,,
36791,,
36792,10573.5,9976.0
36793,,
36794,16719.5,14500.0
36795,,
36796,10000.0,12000.0
36797,8786.5,7500.0
36798,7882.0,8452.0
36799,,
36800,,
36801,13750.0,10500.0
36802,9500.0,9790.5
36803,9500.0,11000.0
36804,,
36805,,
36806,10500.0,8500.0
36807,7918.0,7903.5
36808,,
36809,8375.0,8625.0
36810,7000.0,10125.0
36811,9625.0,9500.0
36812,10290.0,9125.0
36813,,
36814,,
36815,6562.5,10437.5
36816,,
36817,4750.0,4896.0
36818,,
36819,,
36820,,
36821,,
36822,4500.0,4000.0
36823,11875.0,9500.0
36824,10500.0,10510.0
36825,9500.0,9000.0
36826,9169.0,7500.0
36827,4500.0,3500.0
36828,,
36829,,
36830,6800.0,5730.0
36831,13000.0,11750.0
36832,16792.0,12634.0
36833,,
36834,,
36835,4126.5,3500.0
36836,11525.0,9500.0
36837,4750.0,4222.0
36838,11031.0,12000.0
36839,,
36840,,
36841,3500.0,3500.0
36842,,
36843,12500.0,13151.0
36844,14625.0,20000.0
36845,,
36846,,
36847,,
36848,,
36849,10500.0,8500.0
36850,,
36851,8107.5,6250.0
36852,9625.0,9000.0
36853,6750.0,6750.0
36854,5150.0,3750.0
36855,3500.0,3500.0
36856,,
36857,3500.0,3500.0
36858,13000.0,12500.0
36859,,
36860,7500.0,7500.0
36861,9500.0,9500.0
36862,,
36863,4750.0,4500.0
36864,11625.0,9500.0
36865,9000.0,7719.5
36866,,
36867,12813.5,14046.0
36868,7462.0,5500.0
36869,,
36870,9410.0,7000.0
36871,8224.0,6250.0
36872,11018.5,11000.0
36873,10463.0,10500.0
36874,10270.0,11000.0
36875,11750.0,10412.0
36876,3965.0,3500.0
36877,,
36878,,
36879,,
36880,,
36881,,
36882,13500.0,11558.0
36883,8750.0,8362.0
36884,6511.0,9020.0
36885,,
36886,6000.0,5500.0
36887,,
36888,3500.0,3500.0
36889,,
36890,9050.0,8000.0
36891,,
36892,9892.0,13062.5
36893,9500.0,6500.0
36894,9500.0,8318.0
36895,4000.0,3500.0
36896,15000.0,14000.0
36897,,
36898,14501.0,13000.0
36899,,
36900,,
36901,10000.0,9200.0
36902,11625.0,11625.0
36903,4000.0,3500.0
36904,4000.0,3500.0
36905,,
36906,10228.0,9875.0
36907,4430.0,3500.0
36908,,
36909,,
36910,7535.0,7500.0
36911,4500.0,3500.0
36912,,
36913,8581.0,7522.0
36914,10992.5,10500.0
36915,4000.0,3500.0
36916,5500.0,5500.0
36917,,
36918,,
36919,,
36920,13125.0,14500.0
36921,11000.0,11625.0
36922,8500.0,4812.5
36923,14000.0,12000.0
36924,15625.0,13950.0
36925,11081.5,8750.0
36926,,
36927,6830.0,5500.0
36928,,
36929,,
36930,6625.0,5750.0
36931,15687.5,15687.5
36932,3879.5,3932.0
36933,,
36934,6830.0,5500.0
36935,4750.0,4604.0
36936,,
36937,,
36938,4450.0,3500.0
36939,10000.0,9500.0
36940,6003.0,5500.0
36941,,
36942,5750.0,5240.0
36943,,
36944,6625.0,5750.0
36945,9515.0,8125.0
36946,8750.0,7500.0
36947,6881.0,5499.0
36948,14187.5,11500.0
36949,4500.0,3500.0
36950,8250.0,5784.0
36951,,
36952,8334.0,8000.0
36953,16836.5,18490.0
36954,,
36955,2751.0,2717.5
36956,5500.0,5500.0
36957,,
36958,14484.0,9875.0
36959,13750.0,13512.0
36960,13687.5,10750.0
36961,7500.0,7500.0
36962,9500.0,10250.0
36963,13812.5,12001.0
36964,,
36965,9500.0,15144.0
36966,8750.0,9000.0
36967,7664.0,6911.0
36968,,
36969,17062.5,15500.0
36970,2847.0,2877.0
36971,4000.0,3725.0
36972,17487.5,13000.0
36973,10000.0,7897.0
36974,7500.0,6499.0
36975,7664.0,6911.0
36976,,
36977,13750.0,12500.0
36978,15375.0,16072.0
36979,10000.0,10000.0
36980,3779.5,4937.5
36981,7509.0,6975.5
36982,,
36983,,
36984,3500.0,4000.0
36985,16000.0,12000.0
36986,9667.0,12140.0
36987,10000.0,10000.0
36988,8000.0,6500.0
36989,,
36990,3500.0,3500.0
36991,11500.0,7485.0
36992,8117.0,10300.0
36993,7454.5,8850.0
36994,5250.0,4750.0
36995,9500.0,9500.0
36996,9354.0,7500.0
36997,6333.0,4750.0
36998,8250.0,8500.0
36999,7150.0,6550.0
37000,4500.0,4750.0
37001,,
37002,6388.0,8642.0
37003,9500.0,9500.0
37004,5500.0,5500.0
37005,5016.0,4825.0
37006,9500.0,10159.0
37007,,
37008,10410.5,10500.0
37009,7500.0,8029.0
37010,,
37011,6500.0,5500.0
37012,12000.0,10000.0
37013,,
37014,5714.0,5305.5
37015,,
37016,,
37017,,
37018,,
37019,,
37020,11682.5,10212.5
37021,,
37022,6625.0,7174.5
37023,,
37024,15750.0,15375.0
37025,12500.0,11625.0
37026,15750.0,15375.0
37027,13625.0,13000.0
37028,6500.0,5500.0
37029,6292.0,6416.0
37030,8250.0,5250.0
37031,5500.0,5500.0
37032,6549.0,5500.0
37033,5529.0,5500.0
37034,6250.0,5250.0
37035,,
37036,12750.0,9500.0
37037,19125.0,17125.0
37038,,
37039,6625.0,5500.0
37040,11972.0,12000.0
37041,12000.0,17125.0
37042,6460.0,6845.5
37043,,
37044,3684.0,3500.0
37045,8451.0,7593.0
37046,3800.0,3500.0
37047,5500.0,4457.5
37048,,
37049,9750.0,11000.0
37050,3500.0,3500.0
37051,3500.0,3500.0
37052,10690.0,7500.0
37053,4500.0,3500.0
37054,13000.0,14500.0
37055,,
37056,6700.0,9185.0
37057,8165.0,8043.5
37058,9500.0,6334.0
37059,7441.0,6715.0
37060,6333.0,6427.0
37061,,
37062,3500.0,3500.0
37063,5500.0,5228.5
